Date of download data creation,As of 2016.05.14,Number of data,9900
EDINET Code,Type of Submitter,Listed company / Unlisted company,Consolidated / NonConsolidated,Capital stock,account closing date,Submitter Name,Submitter Name（alphabetic）,Submitter Name（phonetic）,Province,Submitter's industry,Securities Identification Code
"E02720","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1749","","株式会社ハナテン","","カブシキガイシャハナテン","大阪市城東区諏訪３丁目３番２１号","Others",""
"E02722","内国法人・組合","Listed company","Consolidated","2220","11.20","北恵株式会社","KITAKEI CO.,LTD","キタケイカブシキガイシャ","大阪市中央区南本町３丁目６番１４号　　イトウビル","Wholesale Trade","98720"
"E02724","内国法人・組合","Listed company","Consolidated","10517"," 3.31","イノテック株式会社","INNOTECH CORPORATION","イノテックカブシキガイシャ","横浜市港北区新横浜三丁目１７番地６号","Wholesale Trade","98800"
"E02725","内国法人・組合","Unlisted company","Consolidated","4835"," 2.the end of the month","富士エレクトロニクス株式会社","FUJI ELECTRONICS CO., LTD.","フジエレクトロニクスカブシキガイシャ","文京区本郷三丁目２番１２号","Wholesale Trade","98830"
"E02727","内国法人・組合","Listed company","Consolidated","3600"," 3.31","株式会社　シャルレ","CHARLE CO.,LTD.","カブシキガイシャ　シャルレ","神戸市中央区港島中町七丁目７番１号","Wholesale Trade","98850"
"E02728","内国法人・組合","Listed company","Consolidated","1512"," 3.31","株式会社ＵＥＸ","UEX, LTD.","カブシキガイシャウエックス","品川区東品川二丁目２番２４号","Wholesale Trade","98880"
"E02729","内国法人・組合","Listed company","Consolidated","4687"," 3.31","ＪＢＣＣホールディングス株式会社","JBCC Holdings Inc.","ジェイビーシーシーホールディングスカブシキカイシャ","大田区蒲田五丁目３７番１号（ニッセイ　アロマ　スクエア）","Information & Communication","98890"
"E02730","内国法人・組合","Listed company","Consolidated","2589"," 3.31","株式会社卑弥呼","HIMIKO Co.,Ltd.","カブシキガイシャヒミコ","渋谷区神宮前六丁目１７番１０号","Wholesale Trade","98920"
"E02732","内国法人・組合","Listed company","Consolidated","2600"," 3.31","ＪＫホールディングス株式会社","JK Holdings Co.,Ltd.","ジェイケーホールディングスカブシキカイシャ","江東区新木場一丁目７番２２号","Wholesale Trade","98960"
"E02734","内国法人・組合","Listed company","Consolidated","100"," 3.31","株式会社サハダイヤモンド","SAKHA DIAMOND Corp.","カブシキガイシャサハダイヤモンド","墨田区千歳三丁目１２番７号","Wholesale Trade","98980"
"E02735","内国法人・組合","Listed company","Consolidated","15072"," 3.31","株式会社イエローハット","YELLOW HAT LTD.","カブシキガイシャイエローハット","中央区日本橋馬喰町１－４－１６　馬喰町第一ビルディング","Wholesale Trade","98820"
"E02736","内国法人・組合（有価証券報告書等の提出義務者以外）","","","3112","","アシックス商事株式会社","","アシックスショウジカブシキガイシャ","神戸市須磨区弥栄台３丁目５番２号","Others",""
"E02738","内国法人・組合","Listed company","Consolidated","1578"," 3.31","株式会社　ストライダーズ","Striders Corporation","カブシキガイシャ　ストライダーズ","港区新橋五丁目１３番５号","Wholesale Trade","98160"
"E02739","内国法人・組合","Listed company","Consolidated","870"," 3.31","大丸エナウィン株式会社","DAIMARU.ENAWIN CO.,LTD.","ダイマルエナウィンカブシキガイシャ","大阪市住之江区緑木１－４－３９","Wholesale Trade","98180"
"E02740","内国法人・組合","Listed company","Consolidated","1072"," 3.31","エムティジェネックス株式会社","MT GENEX CORPORATION","エムティジェネックスカブシキガイシャ","港区虎ノ門４丁目１番８号","Real Estate","98200"
"E02742","内国法人・組合","Listed company","Consolidated","2575","10.31","泉州電業株式会社","SENSHU ELECTRIC CO.,LTD.","センシュウデンギョウカブシキガイシャ","大阪市北区兎我野町２番４号","Wholesale Trade","98240"
"E02743","内国法人・組合","Listed company","NonConsolidated","3335","12.31","リリカラ株式会社","Lilycolor Co., Ltd.","リリカラカブシキガイシャ","新宿区西新宿７丁目５番２０号","Wholesale Trade","98270"
"E02745","内国法人・組合","Listed company","NonConsolidated","5368"," 3.31","株式会社日伝","nichiden corporation","カブシキガイシャニチデン","大阪市中央区上本町西１丁目２番１６号","Wholesale Trade","99020"
"E02747","内国法人・組合","Listed company","Consolidated","1883"," 3.31","藤井産業株式会社","Fujii Sangyo Corporation","フジイサンギョウカブシキガイシャ","宇都宮市平出工業団地４１番地３","Wholesale Trade","99060"
"E02749","内国法人・組合","Listed company","Consolidated","1159"," 3.31","日本電計株式会社","NIHON DENKEI CO.,LTD.","ニホンデンケイカブシキガイシャ","台東区上野５丁目１４番１２号","Wholesale Trade","99080"
"E02750","内国法人・組合","Listed company","NonConsolidated","611"," 3.20","愛光電気株式会社","AIKO CORPORATION","アイコウデンキカブシキカイシャ","小田原市西大友２０５番地２","Wholesale Trade","99090"
"E02752","内国法人・組合","Listed company","Consolidated","3137"," 3.31","日邦産業株式会社","NIPPO LTD.","ニッポウサンギョウカブシキガイシャ","吹田市江坂町一丁目２３番２８－７０１号","Wholesale Trade","99130"
"E02753","内国法人・組合","Listed company","NonConsolidated","1017"," 3.20","株式会社　植松商会","uematsu shokai co.,ltd.","カブシキガイシャ　ウエマツショウカイ","仙台市若林区卸町三丁目７番地の５","Wholesale Trade","99140"
"E02755","内国法人・組合","Unlisted company","Consolidated","3635"," 3.31","日立機材株式会社","Hitachi Metals Techno, Ltd.","ヒタチキザイカブシキガイシャ","江東区東陽二丁目４番２号","Metal Products","99220"
"E02759","内国法人・組合","Listed company","Consolidated","2107"," 3.31","平和紙業株式会社","HEIWA PAPER CO., LTD.","ヘイワシギョウカブシキガイシャ","中央区新川１－２２－１１","Wholesale Trade","99290"
"E02760","内国法人・組合","Listed company","NonConsolidated","2597"," 3.31","杉本商事株式会社","SUGIMOTO & CO.,LTD.","スギモトショウジカブシキガイシャ","大阪市西区立売堀５丁目７番２７号","Wholesale Trade","99320"
"E02761","内国法人・組合","Listed company","Consolidated","13247"," 3.31","因幡電機産業株式会社","INABA DENKI SANGYO CO.,LTD.","イナバデンキサンギョウカブシキガイシャ","大阪市西区立売堀四丁目１１番１４号","Wholesale Trade","99340"
"E02762","内国法人・組合","Listed company","NonConsolidated","1249"," 9.30","太洋物産株式会社","TAIYO BUSSAN KAISHA,LTD.","タイヨウブッサンカブシキガイシャ","中央区日本橋小伝馬町１２番９号","Wholesale Trade","99410"
"E02765","内国法人・組合","Listed company","Consolidated","2187"," 3.31","株式会社ヨンキュウ","THE YONKYU CO., LTD.","カブシキガイシャヨンキュウ","宇和島市築地町２丁目３１８番地２３５","Wholesale Trade","99550"
"E02766","内国法人・組合","Listed company","Consolidated","5244"," 3.31","株式会社バイテックホールデイングス","VITEC HOLDINGS CO.,LTD.","カブシキガイシャバイテックホールデイングス","品川区東品川三丁目６番５号","Wholesale Trade","99570"
"E02767","内国法人・組合","Unlisted company","Consolidated","13011"," 3.31","株式会社ワールド","WORLD CO.,LTD.","カブシキガイシャワールド","神戸市中央区港島中町６丁目８番１","Wholesale Trade",""
"E02768","内国法人・組合","Listed company","Consolidated","3226"," 3.31","株式会社エムオーテック","M.O.TEC CORPORATION","カブシキガイシャエムオーテック","港区三田１丁目４番２８号","Wholesale Trade",""
"E02769","内国法人・組合","Listed company","Consolidated","1857"," 3.31","東テク株式会社","TOTECH CORPORATION","トウテクカブシキガイシャ","中央区日本橋本町四丁目８番１４号","Wholesale Trade","99600"
"E02770","内国法人・組合","Listed company","Consolidated","6375"," 3.31","株式会社　ミスミグループ本社","MISUMI Group Inc.","カブシキガイシャミスミグループホンシャ","文京区後楽二丁目５番１号","Wholesale Trade","99620"
"E02771","内国法人・組合","Unlisted company","Consolidated","1794"," 3.31","江守グループホールディングス株式会社","EMORI GROUP HOLDINGS CO.,LTD.","エモリグループホールディングスカブシキガイシャ","福井市毛矢一丁目６番２３号","Wholesale Trade",""
"E02772","内国法人・組合","Listed company","Consolidated","820"," 3.31","堺商事株式会社","SAKAI TRADING CO., LTD.","サカイショウジカブシキガイシャ","大阪市中央区久太郎町２丁目４番１１号","Wholesale Trade","99670"
"E02773","内国法人・組合","Listed company","Consolidated","2940"," 3.31","山喜株式会社","YAMAKI CO.,LTD.","ヤマキカブシキガイシャ","大阪市中央区上町１丁目３番１号","Textiles & Apparels","35980"
"E02774","内国法人・組合","Listed company","Consolidated","5527","11.30","アルテック株式会社","ALTECH CO., LTD.","アルテックカブシキガイシャ","中央区入船２丁目１番１号","Wholesale Trade","99720"
"E02775","内国法人・組合","Listed company","Consolidated","1598","12.31","株式会社小僧寿し","Kozosushi  Co.,LTD.","カブシキガイシャコゾウズシ","中央区築地三丁目９番９号","Retail Trade","99730"
"E02776","内国法人・組合","Listed company","Consolidated","3622"," 2.the end of the month","タキヒヨー株式会社","Takihyo Co., Ltd.","タキヒヨーカブシキガイシャ","名古屋市西区牛島町６番１号","Wholesale Trade","99820"
"E02778","内国法人・組合","Listed company","Consolidated","238772"," 3.31","ソフトバンクグループ株式会社","SoftBank Group Corp.","ソフトバンクグループカブシキガイシャ","港区東新橋一丁目９番１号","Information & Communication","99840"
"E02779","内国法人・組合","Listed company","Consolidated","1797"," 3.31","蔵王産業株式会社","ZAOH COMPANY, LTD.","ザオウサンギョウカブシキカイシャ","江東区毛利１丁目１９番５号","Wholesale Trade","99860"
"E02780","内国法人・組合","Listed company","Consolidated","13546"," 3.31","株式会社スズケン","SUZUKEN CO.,LTD.","カブシキガイシャスズケン","名古屋市東区東片端町８番地","Wholesale Trade","99870"
"E02782","内国法人・組合","Listed company","Consolidated","4398"," 3.31","ジェコス株式会社","GECOSS CORPORATION","ジェコスカブシキガイシャ","中央区日本橋浜町二丁目３１番１号","Wholesale Trade","99910"
"E02784","内国法人・組合","Listed company","Consolidated","1102"," 3.31","株式会社理研グリーン","RIKENGREEN CO., LTD.","カブシキガイシャリケングリーン","台東区東上野四丁目８番１号","Wholesale Trade","99920"
